商品名称,商品价格,评论数,店铺名,其它信息
【二手9成新】苹果7 Apple iPhone7 二手手机 玫瑰金 128G全网通,2500.00,30+条评价,万城优品二手手机专营店,无
拍拍
【二手9成新】小米（MI）二手小米8手机 黑色 6G+64G,1178.00,7条评价,沪上优品二手商品专营店,无
华为荣耀20 手机 蓝水翡翠 全网通（8GB+256GB）,2499.00,600+条评价,京联通达旗舰店,无
拍拍
【二手9成新】小米6 4G 二手手机 双卡双待 安卓智能手机 蓝色【快充套装】 6G+128全网通,948.00,80+条评价,愉快二手手机专营店,无
拍拍
【二手9成新】vivo Y55 安卓手机 金色 全网通(2G RAM+16G ROM),308.00,300+条评价,天天优品二手商品专营店,无
华为荣耀20 Pro 手机 冰岛幻境 8G+256G,2999.00,100+条评价,京联通达旗舰店,无
拍拍
【二手9成新】OPPO R9s 安卓手机 玫瑰金 全网通(4G RAM+64G ROM),599.00,30+条评价,天天优品二手商品专营店,无
努比亚 红魔3s 新品电竞游戏 手机 玄铁黑 8GB+128GB 标配,2999.00,300+条评价,茄子手机旗舰店,无
拍拍
【二手9成新】小米 Max3 大屏手机 6.9英寸 双卡双待 金色 4GB+64GB,788.00,50+条评价,鑫都二手手机专营店,无
Apple 苹果iPhone 11 Pro Max手机 暗夜绿色 256GB,10219.00,100+条评价,宏图手机专营店,无
拍拍
【二手9成新】华为 畅享7 手机 安卓全网通4G 双卡双待 金色 3GB+32GB,420.00,70+条评价,鑫都二手手机专营店,无
美图(meitu)T9手机官方自拍美颜全网通双卡4G限量版智能手机 仙踪绿6+128G,1499.00,1500+条评价,烁宇手机专营店,无
HUAWEI 华为nova5Pro手机【分期免息】 仲夏紫 全网通(8GB 128GB)【白条6期免息】,2699.00,200+条评价,众宇通手机专营店,无
乐易小达人智能手机 老人机 测心率血氧 电信移动 大屏大声大字 4g全网通 功能机 中老年人 高通骁龙八核4G+64G+（送32G TF卡）红色,1799.00,3.7万+条评价,乐易手机官方旗舰店,无
联想K5 Pro手机全网通4G双卡双待 格调黑 6GB+128GB,998.00,900+条评价,世云手机专营店,无
【白条分期0首付】【送原装无线充等300元壕礼|华为直供】华为mate30 全网通手机5G可选 亮黑色 4G版8G+128G,4299.00,100+条评价,君问手机旗舰店,无
拍拍
【二手9成新】苹果7plus iphone7 plus 苹果7P 二手 手机 磨砂黑色 128G 白条6期免息,2180.00,20+条评价,莉亚优品二手手机专营店,无
荣耀20i 手机【荣耀直供10天价保】 幻夜黑 全网通版6GB+256GB,1499.00,1900+条评价,新松联手机旗舰店,无
拍拍
【二手9成新】Huawei/华为 P20 Pro 手机 全面屏 徕卡三摄 4G全网通 极光色 6GB+64GB,1639.00,70+条评价,闲至优品二手手机旗舰店,无
拍拍
【二手9成新】华为畅享5S 二手手机 2G+16G 全网通4G安卓手机 学生机/老人机 银色 2G+16G 全网通4G,278.00,90+条评价,手多宝二手商品专营店,无
拍拍
【二手9成新】Apple iPhone6 Plus 苹果6plus 智能二手手机（送一年碎屏险） 金色 64G 全网通,1038.00,400+条评价,福汇优品二手手机专营店,无
拍拍
【二手9成新】小米手机 (MI) 小米5S 智能拍照手机 5.15英寸屏 学生机 二手 银色 4 32G 全网通,510.00,600+条评价,腾龙二手商品专营店,无
拍拍
【二手9成新】华为（Mate10 Pro）二手手机 徕卡双摄 游戏手机 4G全网通全面屏 双卡双待 宝石蓝 6G+64G 全网通,1345.00,90+条评价,文海二手商品专营店,无
拍拍
【二手9成新】荣耀 6A 手机 安卓全网通4G 双卡双待 金色 3GB+32GB,480.00,100+条评价,鑫都二手手机专营店,无
华为 Mate30 手机【现货速发/华为原装礼品/30天价保】 罗兰紫 全网通版(6G+128G)【无线充+户外蓝牙音箱】,3999.00,30+条评价,则合手机专营店,无
拍拍
【二手99新】Apple iPhone XR 苹果xr 国行全网通4G双卡双待 游戏手机 刘海屏 黑色 64G,3699.00,200+条评价,优锋派二手商品专营店,无
华为 mate30pro 手机 亮黑色 全网通4G(8GB+128GB)【赠华为手环4e】,5799.00,200+条评价,优品美手机专营店,无
黑鲨游戏手机2pro 手机 【官方直供 多重好礼】 风行蓝 全网通 12GB+128GB,2999.00,1200+条评价,茄子手机旗舰店,无
拍拍
【二手99成新】Apple iPhone 7 苹果7 国行 全网通 二手手机 亮黑色 128G 全网通,1937.00,100+条评价,鸿兴优品二手手机专营店,无
拍拍
【二手9成新】小米 红米Redmi Note7Pro 手机 水滴屏拍照游戏 AI双摄 全网通 暮光金 6GB+128GB,1066.00,50+条评价,闲至优品二手手机旗舰店,无
拍拍
【二手95新】OPPO Reno/（10倍）十倍变焦 安卓智能手机 全面屏拍照游戏 双卡双待 10倍变焦版 雾海绿 6G+128G 全网通,2366.00,50+条评价,发动机优品二手手机专营店,无
拍拍
【二手9成新】OPPO A1 全面屏拍照手机 双卡双待 深海蓝 5.7英寸 4GB 64GB,547.00,100+条评价,悦粤二手商品专营店,无
拍拍
【二手9成新】OPPO R11s 安卓手机 全网通 二手手机 4G+64G 全网通 黑色 6.01英寸,730.00,100+条评价,悦粤二手商品专营店,无
拍拍
【二手9成新】Apple iPhone 8 plus 苹果8 plus 国行 二手手机 金色 256G 全网通,3388.00,1300+条评价,诚嘉优品二手手机专营店,无
拍拍
【二手95新】Apple iPhone XS Max X4G 双卡双待 苹果xsmax手机 银色 4+256G,5398.00,80+条评价,智达二手手机专营店,无
Apple苹果iPhone 11 Pro手机 暗夜绿色 64GB,8529.00,60+条评价,众宇通手机专营店,无
拍拍
【二手95新】vivo X27 全面屏拍照手机 全网通4G手机 雀羽蓝 8GB+256GB,2008.00,2条评价,马上优品二手商品专营店,无
【现货速发】一加 OnePlus 7T Pro 迈凯伦限定版 游戏手机 12G+256G 【明星单品】,5299.00,10+条评价,疆界互联旗舰店,无
荣耀20青春版 手机 幻夜黑(8G+128G),1899.00,50+条评价,掌视界数码旗舰店,无
拍拍
【二手9成新】OPPO Find X 双曲全面拍照 双卡双待 3D摄像头find x 4G全网通 波尔多红 8+128G,1950.00,100+条评价,悦粤二手商品专营店,无
拍拍
【二手9成新】Huawei/华为 P10 手机 智能4G全网通 双卡双待 游戏影音 时尚娱乐 自拍美 曜石黑 4GB+64GB,829.00,1500+条评价,闲至优品二手手机旗舰店,无
拍拍
【二手95新】Apple iPhone XS 苹果xs x二手手机 深空灰色 256G 全网通,4999.00,300+条评价,瓜子二手商品专营店,无
拍拍
【二手9成新】苹果7Plus手机 Apple iPhone7 Plus 5.5英寸 红色 128G 全网通,1988.00,1200+条评价,翱行二手商品专营店,无
拍拍
【二手9成新】Apple iPhone X 苹果X 智能二手手机 深空灰+(全新原装四件套） 64G 全网通,3490.00,300+条评价,诚嘉优品二手手机专营店,无
拍拍
【二手9成新】小米 Mix3手机 全面屏智能手机 黑色 8G+128G 全网通,1699.00,100+条评价,闪回二手商品专营店,无
拍拍
【二手9成新】vivo X20 Plus 全面屏手机 金色 全网通(4G RAM+64G ROM),918.00,700+条评价,丰泽优品二手商品专营店,无
拍拍
【二手9成新】小米（MI） 黑鲨手机双液冷 游戏之光 游戏音效 全网通 黑色 不带手柄 全网通 8G+128G,1499.00,70+条评价,辰帆优品二手手机专营店,无
拍拍
【二手95新】vivo X23 水滴屏全面屏 游戏手机 魅影紫 8G+128G 全网通,1418.00,200+条评价,真不同二手商品专营店,无
拍拍
【二手9成新】三星（SAMSUNG）Galaxy S9+（SM-G9650）安卓二手手机 全视曲面屏 谜夜黑 6G+128G 全网通,2488.00,100+条评价,福汇优品二手手机专营店,无
拍拍
【二手9成新】Huawei/华为 nova2S 手机 智能4G全网通 双卡双待 曜石黑 6GB+128GB,1048.00,40+条评价,天天优品二手商品专营店,无
拍拍
【二手9成新】二手Apple/苹果 iPhone 6 Plus 6p全网通移动电信4g苹果6代 银色 64G 全网通,998.00,400+条评价,翱行二手商品专营店,无
拍拍
【二手9成新】Huawei/华为 P10 Plus 手机 智能4G全网通 游戏影音娱乐 曜石黑 6G+128GB,1099.00,70+条评价,闲至优品二手手机旗舰店,无
拍拍
【二手95新】Apple iPhone 8 Plus 苹果8P 二手手机8 Plus国行全网通 限量版红色 256G,3999.00,200+条评价,锐亚二手商品专营店,无
拍拍
【二手9成新】apple iphone XR 苹果xr 全网通手机 白色 128G,3688.00,100+条评价,闪回二手商品专营店,无
拍拍
【二手9成新】 Apple iPhone8 Plus 苹果8Plus 二手手机国行 深空灰 64G 全网通,2828.00,1000+条评价,喵喵二手商品专营店,无
华为（HUAWEI） 荣耀9i 全网通移动联通电信4G全面屏手机 双卡双待 幻夜黑 4+64GB,1048.00,100+条评价,佩娟手机专营店,无
【新品现货】锤子 坚果Pro3 智能拍照游戏锤子手机 坚果手机 骁龙855Plus 松绿色12+256,3599.00,20+条评价,信通志远旗舰店,无
苹果 iPhone11手机 紫色 128GB,5999.00,90+条评价,银河信业手机专营店,无
Apple 苹果 iPhone XR 手机【白条分期免息0首付】 黑色 全网通 128G（分期12期免息）,5999.00,1000+条评价,冰之凯盛手机专营店,无
华为 nova5 手机 亮黑色 全网通(8G+128G),2599.00,200+条评价,掌视界数码旗舰店,无
华为 HUAWEI P30全网通手机（送蓝牙耳机等多重豪礼+30天价保+3期免息0首付）现货 天空之境 8GB+128GB,3988.00,900+条评价,鹏路网络手机旗舰店,无
拍拍
【二手8成新】Apple iPhone6 Plus 苹果6plus 智能二手手机（送一年碎屏险） 银色 64G 全网通,1018.00,300+条评价,福汇优品二手手机专营店,无
荣耀10青春版 手机 渐变蓝 4G全网通(6G+128G)送好礼,1699.00,900+条评价,淘金手机专营店,无
拍拍
【二手9成新】 三星(SAMSUNG) 盖乐世Galaxy S7 edge（G9350）二手手机 金色 4+64G 6期免息,1055.00,500+条评价,泰业优品二手手机专营店,无
华为mate30 手机【原装正品当天发/送无线充等20重好礼】全网通4G 亮黑色 8GB+128GB（加赠8选1礼品）,4309.00,200+条评价,千瑞达手机旗舰店,无
拍拍
【二手9成新】Apple iPhone8 苹果8 二手手机 国行全网通 金色 256G 全网通,2658.00,300+条评价,扬帆二手商品专营店,无
拍拍
【二手9成新】Apple iPhone6 苹果6手机 金色 64G 全网通,829.00,500+条评价,经典二手商品专营店,无
拍拍
【二手9成新】Apple iPhone 6 苹果6二手 苹果手机 银色 16GB 全网通4G,718.00,1200+条评价,同城帮二手商品专营店,无
拍拍
【二手9成新】Apple/苹果iPhone6P 6p代全网通4G二手手机 白条12期免息 金色 64G 全网通【12期免息】,1098.00,600+条评价,翱行二手商品专营店,无
拍拍
【二手9成新】Apple iPhone7 苹果7 二手手机 亮黑 128G 全网通,1428.00,7900+条评价,唯尔优品二手商品专营店,无
索爱 Z86 移动/联通 翻盖老人手机 双卡双待 超长待机 老年手机 学生备用功能机 奢华金,269.00,4000+条评价,索爱手机旗舰店,无
拍拍
【二手99新】Apple iPhone XS 国行原装 苹果xs全网通4G二手手机 金色 6期免息白条分期0首付（512G全网通）,7181.00,7条评价,闲至优品二手手机旗舰店,无
拍拍
【二手9成新】一加5T 安卓手机 一加手机 全面屏 黑色 全网通 8G+128G,1299.00,10+条评价,辰帆优品二手手机专营店,无
小米9 骁龙855 游戏手机 幻彩紫 全网通8GB+256GB,2499.00,1900+条评价,掌视界数码旗舰店,无
华为 HUAWEI mate 30 Pro 4G手机买就送好礼5G版新品咨询客服 亮黑色 8GB+128GB（无线套装版）,5829.00,60+条评价,迪信通官方旗舰店,无
拍拍
【二手9成新】荣耀V10 手机 4G全面屏 游戏 网通 双卡双待 魅丽红 6GB+64GB 全网通,959.00,1200+条评价,闲至优品二手手机旗舰店,无
OPPO A11x手机【3期免息+手环+原装耳机】4800万四摄 5000mAh大电池a5/a9x A11X 湖光绿 8GB+128GB 套餐（手环+充电宝）,1799.00,100+条评价,头号卖家旗舰店,无
拍拍
【二手9成新】小米（MI）红米5plus手机 全面屏 浅蓝色 4GB+64GB 全网通4G,588.00,90+条评价,创信誉二手商品专营店,无
拍拍
【二手9成新】 华为手机（HUAWEI）畅享9S 智能拍照手机 6.21寸全面屏 二手 极光蓝 4+128G 全网通,905.00,10+条评价,腾龙二手商品专营店,无
拍拍
【二手9成新】小米(MI) MIX2S AI双摄全面屏 手机 陶瓷白色 6G+64G,1138.00,400+条评价,闪回二手商品专营店,无
拍拍
【二手9成新】Apple iPhone6s Plus 苹果6s Plus手机 金色 64G 全网通,1255.00,1900+条评价,扬帆二手商品专营店,无
小米（MI） 小米6X 拍照手机 曜石黑 6G+128G 全网通,1298.00,1900+条评价,明日数码旗舰店,无
华为Nova5i Pro 手机【12期免息】智能手机 全网通 翡冷翠 8+256G赠原装耳机+音箱+碎屏险+12期免息,2599.00,100+条评价,OKSJ手机旗舰店,无
黑鲨游戏手机2Pro 【现货速发/豪礼套装】 冰魄灰【游戏套装】 12GB+128GB,3449.00,700+条评价,华信通手机专营店,无
华为nova5i pro 手机【30天价保】 幻夜黑 全网通8GB+256GB,2099.00,300+条评价,佳沪手机旗舰店,无
Apple （苹果）iPhone 7 Plus (A1661)手机 玫瑰金 全网通（128G ROM）标配,3299.00,500+条评价,疆界互联旗舰店,无
华为（HUAWEI） 麦芒7 移动联通电信全网通4G 全面屏智能手机 双卡双待 魅海蓝 (6G RAM+64G ROM),1299.00,500+条评价,众盛手机专营店,无
拍拍
【二手9成新】苹果 6 Apple iphone 6 二手手机 国行 金色 32G全网通,738.00,20+条评价,可多优品二手手机专营店,无
拍拍
【二手99新】苹果X手机 Apple iPhone X 5.8英寸 深灰色 64G 全网通,3758.00,40+条评价,翱行二手商品专营店,无
拍拍
【二手95新】Apple iPhone8 二手苹果8 二手手机 国行4.7英寸 银色 64G全网通,2087.00,700+条评价,可多优品二手手机专营店,无
拍拍
【二手9成新】苹果8 Plus手机 Apple iPhone8Plus 5.5英寸 灰色 64G 全网通 白条12期免息,2999.00,60+条评价,翱行二手商品专营店,无
拍拍
【二手9成新】Apple iPhone7 苹果7 4.7英寸 智能游戏二手手机 磨砂黑（送一年碎屏险） 128G 全网通,1360.00,100+条评价,海星优品二手手机专营店,无
华为p30 pro双4G手机超感光徕卡四摄 屏内指纹 双景录像【分期免息0首付】华为新品 天空之境 全网通8GB+128GB（联系客服领优惠卷）,4988.00,100+条评价,乐服手机旗舰店,无
华为（HUAWEI） nova4 极点全面屏手机 4800万超广角三摄 亮黑色 2000万超广角三摄(8G+128GB),1789.00,300+条评价,优品美手机专营店,无
拍拍
【二手9成新】vivo Y75 安卓手机 香槟金 全网通(4G RAM+32G ROM),488.00,90+条评价,天天优品二手商品专营店,无
拍拍
【二手9成新】小米（MI）红米4X 香槟金 2G+16G 全网通4G安卓手机 黑色 2G+16G 全网通4G,290.00,40+条评价,手多宝二手商品专营店,无
拍拍
【二手9成新】华为 nova3i 手机 全网通4G 双卡双待 蓝楹紫 4GB+128GB,888.00,100+条评价,鑫都二手手机专营店,无
拍拍
【二手9成新】Apple iPhone 7 Plus 苹果7 Plus 手机 银色 32G 全网通,1688.00,200+条评价,诚嘉优品二手手机专营店,无
拍拍
【二手9成新】三星(SAMSUNG) Galaxy S7 edge（G9350）二手安卓手机 黑色 4G 128G 全网通,1188.00,300+条评价,发动机优品二手手机专营店,无
拍拍
【二手9成新】Apple iPhone6s Plus 苹果6s Plus智能手机 玫瑰金 64G 全网通,1288.00,600+条评价,经典二手商品专营店,无
拍拍
【二手9成新】Apple iPhone 7 二手苹果7手机 黑色 128G 全网通,1466.00,1300+条评价,信谊二手商品专营店,无
华为荣耀20手机 全网通【至高24期免息】 幻夜黑 至尊版（8G+256G）,2599.00,900+条评价,聚捷联盛手机旗舰店,无
1799！OPPO K5手机【下单可省100+购机大礼包】骁龙730G k1/k3升级oppok5 极地阳光 6GB+128GB 标配（原装耳机）,1899.00,100+条评价,头号卖家旗舰店,无
华为（HUAWEI） 荣耀8X 全网通移动联通电信4G 全面屏智能手机 幻夜黑 (6GB RAM+128GB ROM),1599.00,500+条评价,众盛手机专营店,无
华为P30 手机【京东白条分期0首付6期免息】 超感光徕卡三摄麒麟980AI智能芯片全面屏 珠光贝母 全网通8GB+128GB,3998.00,1100+条评价,豫穆手机专营店,无
小米9 骁龙855 游戏手机 幻彩蓝 全网通6G+128G,2338.00,1400+条评价,谷高数码手机专营店,无
拍拍
【二手95新】荣耀20 PRO 4800万全焦段AI四摄 双光学防抖 麒麟980二手手机 蓝水翡翠 8GB+256GB,2399.00,10条评价,闲至优品二手手机旗舰店,无
一加7T 手机 OnePlus 冰川银 全网通版 8GB+256GB,3349.00,20+条评价,福气多多手机旗舰店,无
一加7 t pro OnePlus 7TPro 2K+90Hz流体屏 骁龙855Plus 海月蓝 全网通（8GB+256GB）,4699.00,20+条评价,京联通达旗舰店,无
三星M30s 手机 探索黑 全网通6GB+128GB,1599.00,10+条评价,佳沪手机旗舰店,无
1799！OPPO K5手机【立减100+耳机音箱】超清四摄骁龙730G k1/k3升级版双卡双待 极地阳光 6+128G 官方标配,1899.00,4400+条评价,OPPO盈毅手机专卖店,无
